AT,V,AP,RH
25.63,72.99,1008.2,86.8
27.01,43.21,1011.71,77.84
6.22,38.68,1017.87,69.41
27.77,63.87,1017.97,38.77
19.6,48.14,1013.18,68.71
26.7,49.02,1007.68,67.97
21.61,64.63,1020.86,69.73
18.43,56.03,1020.41,60.55
27.58,57.19,1007.88,52.95
18.58,44.6,1016.61,48.15
24.26,66.44,1011.33,55.32
12.23,41.58,1018.76,87.66
26.38,71.58,1011.02,80.9
5.28,45.87,1008.25,97.88
23.21,62.44,1011.78,76.66
9.16,41.03,1021.3,76.08
30.68,73.67,1005.63,57.05
30.34,75.08,1005.32,52.97
18.35,62.1,1019.97,78.36
16.71,46.18,1012.06,96.6
6.64,39.04,1018.84,74.94
17.3,57.76,1016.26,87.74
24.8,61.02,1009.86,71.75
31.56,66.44,1008.91,64.16
26.59,69.13,1009.27,73.96
24.28,68.31,1009.94,77.08
24.44,69.13,1011.1,87.62
26.0,69.89,1015.12,73.06
25.91,67.07,1005.66,60.12
8.3,36.08,1020.63,80.42
5.12,40.78,1025.45,96.88
32.48,62.04,1010.39,38.05
18.15,45.01,1013.06,72.4
24.27,74.99,1007.73,82.49
13.16,40.71,1021.99,77.91
7.45,39.61,1017.88,79.73
26.17,58.86,1014.52,51.28
13.63,43.5,1022.12,84.32
20.71,58.18,1007.63,98.44
29.14,75.23,1010.15,54.87
4.7,39.9,1007.45,91.02
9.84,40.22,1009.5,85.38
6.92,39.61,1018.64,82.27
5.57,42.85,1013.55,92.14
23.35,71.77,1005.99,90.79
9.01,38.56,1016.67,63.61
13.21,43.71,1024.5,86.59
10.24,39.28,1010.13,81.61
28.41,75.6,1018.48,56.07
10.53,37.5,1008.55,99.91
14.48,44.06,1018.73,75.88
5.23,35.57,1026.23,79.38
27.58,66.48,1004.82,51.23
6.5,38.5,1013.92,90.1
17.5,42.44,1012.55,76.85
21.04,65.46,1017.22,63.02
9.5,37.36,1015.13,63.41
13.95,40.2,1013.18,90.77
16.3,39.63,1004.64,85.61
25.06,44.57,1007.39,56.07
13.32,38.73,1005.37,88.48
13.36,39.64,1010.3,93.26
21.18,60.1,1011.02,78.19
28.38,64.05,1010.19,71.84
28.57,65.27,1013.27,51.11
12.91,42.07,1018.4,86.5
24.78,50.16,1004.56,70.22
12.39,44.58,1016.38,84.95
20.01,56.65,1020.77,74.46
15.12,41.04,1025.95,69.67
21.86,64.45,1015.83,63.36
24.22,62.08,1022.53,60.79
6.37,41.03,1022.23,80.36
17.37,48.92,1011.91,58.4
15.12,52.05,1014.63,80.38
19.2,58.71,1009.8,84.62
8.11,41.92,1029.61,91.92
11.36,40.75,1016.34,85.19
23.9,61.47,1009.01,81.05
27.78,70.8,1009.81,79.57
19.46,46.33,1013.77,89.62
24.5,60.77,1017.15,73.66
6.93,43.13,1018.61,88.31
10.93,39.16,1016.54,90.56
20.17,50.66,1014.38,82.09
18.97,43.43,1012.72,75.69
14.01,39.0,1016.73,79.23
16.7,50.66,1014.86,94.87
15.3,43.67,1011.75,95.31
24.27,57.85,1012.81,63.48
28.59,68.08,1013.2,42.96
22.2,51.19,1009.2,82.95
13.99,45.0,1023.83,77.92
30.58,65.18,1011.61,37.43
9.87,41.82,1033.04,68.57
13.07,40.83,1010.0,84.84
21.31,46.97,1014.08,62.57
18.04,44.85,1015.13,48.4
14.97,42.28,1007.31,79.25
13.16,43.41,1016.43,79.47
12.1,40.27,1005.53,68.37
21.89,45.38,1014.42,68.95
25.44,56.57,1013.8,66.72
22.33,59.8,1016.84,67.09
28.82,64.79,1016.74,56.34
14.57,44.84,1023.46,87.2
34.15,68.51,1010.75,37.02
18.84,61.27,1019.64,71.95
10.19,37.14,1012.74,73.48
17.19,43.14,1014.34,68.62
7.29,39.37,1019.24,73.46
27.69,69.98,1008.52,60.93
29.12,51.43,1005.93,60.66
14.68,58.2,1018.5,83.3
6.02,43.65,1013.85,83.53
27.4,66.48,1004.71,51.5
25.84,67.83,1009.26,59.55
22.04,58.05,1013.11,85.22
24.0,75.23,1010.69,72.46
13.78,38.28,1014.8,81.19
21.34,51.61,1010.11,80.7
24.67,61.5,1009.06,72.77
19.31,44.71,1016.13,30.59
17.48,44.2,1018.89,61.51
20.86,63.73,1008.54,96.83
24.91,64.45,1013.02,42.34
9.98,39.66,1017.32,77.78
25.82,72.39,1003.4,86.33
22.2,59.21,1017.87,73.34
19.05,62.96,1020.48,83.04
6.49,38.68,1017.94,64.81
12.81,44.58,1016.49,80.76
18.51,58.46,1017.21,88.1
10.59,41.26,1008.1,98.27
11.34,41.54,1020.25,75.83
18.32,42.28,1007.86,45.62
27.93,73.68,1015.41,49.95
14.03,49.15,1020.5,83.65
21.75,45.09,1014.15,44.84
10.07,41.39,1019.89,70.53
20.95,44.89,1010.48,67.97
20.98,42.23,1013.12,67.37
15.19,42.03,1017.38,71.66
9.48,44.71,1019.12,66.43
25.88,66.48,1004.24,63.16
22.84,71.25,1001.9,96.45
21.71,60.27,1015.74,89.76
19.08,59.15,1013.1,81.82
30.92,78.05,1011.0,59.62
11.8,43.22,1008.57,78.01
31.68,74.16,1011.3,55.94
31.59,62.7,1009.3,50.16
27.16,56.85,1012.07,39.05
9.7,40.71,1025.63,80.34
31.18,69.04,1008.19,49.72
12.33,37.73,1022.46,59.3
28.15,70.72,1009.76,73.38
26.96,72.58,1009.23,89.62
22.04,57.32,1012.54,62.17
7.4,41.03,1022.09,74.83
32.4,68.14,1004.44,34.53
4.96,45.87,1007.32,98.78
24.21,70.98,1007.02,95.57
25.72,74.67,1016.64,75.93
27.32,76.09,1007.77,74.64
31.01,71.37,1003.4,55.06
28.7,49.16,1004.42,36.51
6.87,39.85,1012.66,83.34
17.29,42.86,1014.38,72.3
29.26,69.34,1009.76,58.64
26.13,79.74,1005.61,90.27
17.51,58.86,1016.78,83.63
24.19,58.95,1017.78,58.78
14.77,49.15,1020.56,80.27
15.57,38.78,1013.51,95.38
16.37,52.9,1015.14,73.11
15.65,39.59,1012.8,87.63
24.85,67.9,1005.9,64.55
27.18,59.27,1012.57,64.18
11.01,42.02,995.24,98.62
12.14,48.04,1011.8,100.13
16.82,49.15,1020.68,72.07
25.35,71.98,1006.83,88.44
28.86,49.3,1003.93,52.85
27.22,66.49,1013.45,42.41
21.11,58.49,1011.6,80.44
30.01,68.27,1006.88,51.67
32.5,71.37,1003.75,43.8
23.94,51.95,1008.18,71.87
24.41,58.59,1012.62,64.52
18.44,45.38,1014.3,86.02
5.17,39.33,1009.68,94.19
29.83,71.98,1004.32,67.55
6.86,41.38,1021.35,90.78
22.95,63.94,1013.91,81.52
27.62,71.14,1011.6,52.8
25.96,60.95,1014.52,50.03
13.82,44.84,1023.72,95.24
8.84,42.49,1010.28,89.09
24.91,57.17,1010.88,72.97
17.12,58.95,1016.74,90.41
26.88,79.74,1006.54,93.7
23.05,68.67,1006.69,76.43
27.23,66.48,1005.23,52.38
21.96,48.78,1019.56,85.05
4.89,45.87,1007.58,99.35
8.95,38.56,1017.85,64.34
26.79,77.95,1009.9,80.22
21.95,68.08,1012.91,69.36
13.98,41.79,1010.6,83.84
25.51,73.56,1006.59,96.63
12.71,43.02,1012.25,62.68
23.0,57.76,1017.64,56.86
30.2,71.8,1011.13,60.66
24.96,70.47,1007.73,76.48
9.82,41.04,1026.72,77.28
19.96,56.03,1020.59,64.95
29.91,74.33,1013.22,39.76
14.69,54.3,1018.01,73.4
23.32,66.48,1003.92,72.25
9.44,40.0,1015.62,81.16
32.84,74.67,1015.89,31.81
27.76,65.59,1010.8,67.29
15.84,52.72,1026.45,62.57
7.64,41.17,1020.01,75.14
17.98,59.15,1012.09,83.03
17.82,65.48,1019.64,86.6
18.22,58.2,1017.09,81.92
14.47,41.76,1021.98,78.41
6.84,39.4,1011.9,93.75
17.4,44.58,1018.9,60.58
22.36,59.44,1013.1,84.74
24.35,60.27,1017.6,75.45
18.34,50.59,1018.42,83.95
32.26,73.68,1014.75,60.9
6.84,41.06,1021.04,89.59
26.07,69.23,1013.32,54.03
30.61,68.84,1011.18,52.5
21.71,60.77,1017.95,85.07
14.17,42.99,1007.38,78.88
23.19,48.6,1002.38,61.19
20.71,58.79,1017.48,86.67
9.0,36.3,1027.11,75.89
22.99,56.57,1013.93,78.77
24.82,74.87,1010.28,73.54
12.34,40.62,1016.28,53.6
25.47,59.92,1010.08,77.18
3.2,41.31,997.67,98.84
26.27,58.33,1013.81,60.43
21.41,50.32,1008.61,84.47
27.92,63.07,1010.75,45.26
25.6,71.73,1010.15,68.99
26.01,74.33,1015.69,81.22
16.55,54.3,1017.95,60.84
14.93,41.79,1008.88,81.48
14.81,42.03,1017.43,72.54
21.04,69.48,1011.07,89.92
10.57,41.26,1008.32,97.96
10.37,40.03,1017.47,90.47
8.47,42.02,1005.37,92.73
24.61,62.39,1006.39,79.08
13.94,42.86,1012.35,88.78
26.18,68.08,1012.92,55.7
25.68,46.21,1011.01,57.53
20.74,49.69,1010.91,69.1
12.71,43.8,1023.15,71.16
26.97,71.58,1010.13,75.16
10.42,44.85,1014.18,88.36
27.99,66.91,1008.47,59.63
14.22,45.01,1014.17,70.14
25.14,64.63,1020.63,54.0
4.71,39.42,1026.4,84.42
14.87,38.28,1014.65,80.24
27.38,59.21,1012.74,53.53
16.0,40.66,1016.12,89.23
16.73,43.79,1016.25,73.58
10.02,41.44,1017.37,77.65
22.71,48.06,1012.82,67.81
13.85,48.92,1011.68,79.24
10.63,42.28,1008.37,92.68
19.83,39.39,1013.73,59.16
24.23,58.79,1009.8,75.75
14.21,39.16,1016.5,85.09
31.95,70.79,1003.8,55.25
25.5,59.27,1012.92,68.88
29.79,67.69,1006.86,55.93
18.59,39.54,1008.56,68.61
8.02,41.92,1029.8,92.05
14.47,48.79,1017.05,69.87
6.13,40.64,1020.69,94.57
26.28,73.06,1008.06,90.7
23.62,49.21,1014.1,49.54
23.38,48.6,1004.45,69.19
26.87,74.99,1002.48,71.91
26.48,68.14,1004.83,55.96
20.67,63.56,1013.27,79.39
16.72,53.82,1015.46,66.9
23.1,66.05,1020.28,80.62
10.2,41.46,1020.23,84.54
23.45,66.48,1003.66,75.83
15.81,58.59,1014.41,90.03
29.01,70.04,1010.02,57.35
16.05,43.14,1010.67,79.36
26.59,66.49,1013.32,49.76
31.18,70.36,1006.38,56.74
23.75,66.54,1004.41,85.44
11.61,39.69,1006.85,83.69
23.48,72.99,1009.61,88.16
25.72,72.39,1003.01,86.38
27.09,65.61,1014.22,48.13
11.87,36.43,1023.42,79.5
5.18,41.31,1000.59,92.14
6.63,39.42,1024.81,72.58
10.27,52.75,1026.19,76.78
32.11,78.05,1010.36,58.78
20.3,48.41,1007.48,89.66
22.63,57.17,1009.83,77.43
21.93,58.96,1014.23,58.58
29.09,72.43,1006.86,65.47
10.11,42.49,1010.22,82.11
34.62,69.05,1000.68,38.35
9.08,40.46,1019.48,77.37
10.67,42.02,996.55,99.94
24.08,49.3,1003.23,70.42
13.77,41.58,1020.63,72.94
24.67,70.94,1007.99,75.64
13.83,38.73,999.62,91.95
28.18,60.07,1016.34,49.13
8.34,40.77,1010.84,90.01
14.4,41.26,1021.41,73.11
21.97,58.12,1015.29,77.47
24.32,59.14,1017.46,80.14
30.32,64.69,1006.35,51.36
27.75,65.34,1014.8,45.91
19.12,44.85,1014.66,43.66
25.95,65.61,1014.36,52.54
22.31,51.19,1009.38,79.72
24.05,67.83,1009.35,63.8
13.93,38.91,1013.04,73.51
27.59,54.2,1013.1,51.61
21.33,50.32,1008.58,85.3
26.58,70.98,1008.96,77.36
16.57,63.31,1016.19,81.02
12.75,42.34,1018.17,94.67
31.68,68.24,1005.29,37.34
19.26,44.34,1019.45,51.32
25.97,69.34,1009.43,88.11
14.02,43.34,1016.06,85.8
8.49,36.25,1029.7,84.41
15.72,56.89,1013.35,85.06
20.34,69.45,1012.76,91.05
22.35,66.44,1011.19,65.41
29.54,74.99,1005.0,69.69
15.9,41.35,1006.28,78.2
29.53,64.44,1013.22,59.75
11.8,41.2,1017.18,82.71
22.67,68.08,1013.0,66.59
28.94,71.64,1006.59,69.24
29.56,51.43,1005.87,59.22
27.2,49.16,1005.33,46.73
14.7,41.39,1018.84,68.19
12.17,49.83,1008.05,96.44
28.01,44.89,1008.98,48.52
27.57,68.31,1010.48,55.87
19.48,58.66,1013.32,73.16
30.66,73.77,1003.13,78.09
19.61,45.01,1014.84,64.42
23.76,70.32,1012.13,78.84
25.03,57.5,1014.96,62.23
24.34,66.05,1019.26,74.58
11.47,43.67,1012.68,72.51
22.83,70.79,1006.36,92.07
24.78,68.63,1013.96,43.7
8.77,40.46,1019.68,77.84
18.0,43.7,1015.4,61.28
24.19,47.45,1008.26,64.25
10.45,40.0,1019.01,89.01
12.68,45.0,1022.54,77.19
19.27,50.12,1007.61,100.11
12.41,41.44,1015.46,76.9
10.29,40.0,1021.46,90.6
17.68,44.92,1024.55,69.7
33.73,69.88,1007.21,42.93
10.8,39.28,1010.7,82.62
17.99,43.79,1016.13,75.63
12.74,39.13,1008.19,94.81
15.12,48.92,1011.8,72.93
20.0,63.31,1017.06,63.1
31.62,64.05,1010.94,58.93
19.77,56.65,1020.67,66.33
15.45,61.27,1019.87,79.21
30.42,67.69,1006.23,54.19
29.62,73.18,1012.21,61.6
18.92,44.63,1020.32,47.81
32.42,65.74,1010.97,52.73
13.44,40.69,1014.54,77.97
18.34,65.94,1013.27,85.42
8.53,38.18,1017.54,76.49
7.04,41.74,1021.91,88.55
31.49,73.5,1010.71,40.16
16.94,49.64,1024.43,69.22
27.63,64.96,1006.3,75.38
12.38,43.52,1022.98,100.0
28.15,74.9,1003.67,76.32
13.42,41.74,1020.96,61.8
28.73,68.24,1008.31,56.85
27.7,72.24,1011.02,67.6
9.83,38.56,1017.35,62.8
23.68,51.3,1011.86,71.24
11.88,41.58,1016.56,90.18
26.72,56.9,1007.12,58.54
24.7,58.82,1009.4,75.91
18.33,49.64,1025.36,62.57
19.35,39.39,1013.91,61.53
22.69,58.46,1017.74,75.21
12.31,44.03,1007.78,94.42
25.47,65.34,1015.3,50.31
29.01,70.32,1007.26,60.55
13.79,40.0,1016.02,70.17
9.09,41.92,1029.36,91.0
22.89,80.25,1006.38,80.25
18.23,62.26,1011.48,91.35
8.61,43.8,1021.9,74.35
13.56,42.34,1017.95,93.83
6.62,42.49,1008.74,94.57
23.78,49.3,1003.3,76.56
23.39,63.21,1011.91,84.57
9.89,40.64,1020.59,98.35
8.42,37.49,1009.22,82.15
15.25,43.02,1012.04,41.43
10.66,41.93,1016.12,94.16
28.57,75.33,1003.16,76.14
24.14,59.87,1018.47,57.76
19.11,50.16,1010.88,100.09
22.36,51.43,1007.47,87.33
31.11,74.16,1012.2,58.86
30.28,67.22,1014.39,53.32
16.85,42.24,1017.43,66.01
30.4,71.97,1008.42,76.28
16.37,44.0,1024.61,78.26
13.65,39.28,1012.97,79.64
25.94,77.24,1007.97,84.82
14.69,49.64,1023.43,78.17
15.03,44.45,1020.94,65.57
11.87,40.55,1019.06,94.11
13.38,40.89,1010.48,92.55
24.16,48.98,1015.19,42.55
17.36,52.9,1015.42,69.97
26.17,70.47,1010.25,68.96
14.57,44.45,1021.42,66.23
10.94,39.69,1004.5,86.29
9.98,41.01,1017.83,98.07
23.76,74.22,1009.2,92.98
21.51,48.92,1010.36,38.27
18.03,53.16,1013.06,82.03
19.13,59.21,1018.32,89.66
29.45,75.6,1018.12,50.68
12.19,40.05,1014.77,84.39
7.54,37.7,1014.58,78.43
31.58,66.54,1003.26,54.0
29.72,54.2,1012.86,38.48
27.37,76.09,1007.52,89.12
19.89,69.48,1011.06,86.73
14.01,38.91,1015.86,69.24
21.48,66.91,1008.58,84.49
15.34,41.96,1012.08,100.12
7.25,41.14,1024.99,95.85
26.56,52.3,1007.4,62.04
17.67,43.7,1015.26,58.76
18.88,44.06,1013.81,68.54
7.77,35.77,1016.53,73.79
22.16,65.48,1017.22,70.51
13.38,40.12,1013.92,96.96
7.76,39.61,1021.63,80.67
32.0,58.9,1003.48,51.38
32.14,68.31,1010.48,42.15
19.99,40.79,1003.15,87.55
25.37,68.31,1011.12,70.99
28.82,77.24,1008.35,78.93
11.3,44.6,1018.19,91.66
24.88,49.16,1006.04,64.54
9.14,40.6,1015.34,88.91
24.25,50.78,1008.82,60.55
30.36,74.87,1008.96,61.87
14.73,40.35,1011.15,65.2
24.54,60.29,1017.42,58.94
20.85,56.89,1013.15,68.22
27.4,69.84,1002.98,76.48
12.38,41.62,1012.37,84.15
9.63,43.02,1012.4,68.41
8.95,43.13,1017.56,94.85
17.57,62.1,1019.51,86.14
13.89,45.08,1024.64,82.29
15.46,44.6,1017.7,68.2
7.76,42.28,1008.52,83.31
21.73,50.32,1008.51,84.62
15.29,41.1,1005.75,85.53
12.07,43.71,1025.53,85.62
16.16,52.05,1013.19,75.37
30.2,73.67,1006.31,62.14
23.56,42.67,1008.01,66.76
15.69,44.6,1014.06,61.51
14.13,43.7,1015.94,80.89
27.46,66.54,1002.39,67.09
33.41,77.95,1010.3,59.72
20.88,59.8,1015.66,75.34
16.48,68.28,1004.27,99.89
26.92,68.27,1008.11,61.73
27.01,65.06,1013.16,53.02
21.87,74.87,1009.28,85.4
32.12,69.98,1013.31,54.3
19.68,56.65,1020.75,67.25
29.0,77.54,1011.33,75.13
26.53,60.07,1016.55,54.79
12.52,42.34,1018.67,95.29
27.53,70.32,1007.75,49.31
20.59,59.8,1015.27,77.94
28.42,75.23,1010.25,56.8
10.51,39.04,1023.95,85.35
28.19,71.97,1008.85,84.67
31.95,67.17,1007.11,61.58
13.33,38.47,1015.42,58.27
19.7,52.84,1004.86,89.72
27.09,59.15,1013.02,55.18
12.6,41.5,1013.07,86.22
3.38,39.64,1011.0,81.22
19.77,65.06,1016.22,74.95
9.06,40.02,1031.16,82.04
21.36,68.28,1007.6,72.37
14.41,42.77,1019.84,82.54
6.9,40.62,1018.48,78.84
27.75,70.4,1006.65,90.21
29.3,73.67,1005.64,65.31
9.36,44.03,1010.3,87.2
15.55,40.66,1016.21,88.5
15.02,42.07,1017.89,83.68
23.56,73.18,1012.18,87.98
12.12,38.28,1013.7,91.27
14.09,41.66,1009.25,71.4
31.37,76.86,997.34,62.94
11.72,40.35,1012.08,83.98
10.94,43.67,1012.36,73.3
13.69,34.03,1018.45,65.76
14.89,39.82,1013.23,82.49
28.21,70.8,1010.45,77.92
14.02,40.1,1015.56,82.44
11.48,44.6,1018.29,90.76
19.46,66.86,1012.74,66.2
5.28,42.07,1003.82,80.84
29.17,64.79,1016.43,61.05
12.42,38.25,1012.76,82.23
22.76,49.02,1007.5,88.56
16.64,48.92,1011.55,78.76
10.02,39.66,1016.34,79.98
22.18,62.91,1012.14,68.86
31.94,74.99,1002.05,34.12
18.91,43.14,1013.56,58.34
7.1,41.74,1022.25,91.07
17.69,44.34,1019.31,61.12
30.05,69.34,1008.26,61.5
27.52,74.67,1015.77,72.01
10.12,38.38,1018.22,85.93
22.08,55.5,1018.42,58.46
19.78,54.42,1011.74,89.34
34.96,68.94,1006.17,59.26
11.95,41.48,1013.44,74.83
11.87,41.78,1012.97,64.79
9.95,43.56,1014.85,82.62
30.67,72.86,1004.25,52.72
10.48,40.22,1004.81,92.16
13.09,39.85,1012.86,58.42
8.6,40.77,1011.8,89.45
27.89,70.94,1007.54,49.18
9.38,44.77,1020.41,85.26
25.96,68.08,1011.34,71.57
12.12,38.28,1013.65,90.19
16.75,36.99,1006.42,87.18
27.84,68.08,1013.34,46.19
14.98,39.58,1011.78,75.07
4.83,38.44,1015.35,72.94
7.54,38.56,1016.49,69.1
30.96,71.77,1006.26,52.76
27.37,63.31,1012.89,60.11
14.87,41.2,1016.27,70.51
26.86,68.08,1012.99,50.04
31.86,69.59,1008.61,59.74
33.18,72.29,1009.51,58.35
8.41,40.67,1019.97,69.2
30.24,66.75,1017.95,55.66
8.67,40.77,1011.81,89.4
14.71,52.72,1024.7,70.29
31.01,74.16,1010.89,56.52
16.91,43.96,1013.32,79.87
24.85,71.98,1005.97,95.09
24.47,75.23,1012.43,75.25
28.84,60.23,1009.7,59.0
28.5,72.99,1007.02,67.13
15.09,41.76,1022.4,76.22
6.94,39.61,1017.74,81.43
17.32,41.67,1013.23,68.07
22.38,49.3,1003.56,83.83
16.61,25.88,1009.34,65.47
9.46,36.66,1026.22,72.58
14.83,53.82,1016.57,63.47
28.15,71.94,1006.73,68.21
29.98,76.09,1007.62,75.6
11.8,45.09,1013.21,89.68
2.58,39.42,1028.68,69.03
23.54,67.83,1009.44,65.48
15.91,44.99,1010.93,62.81
17.1,48.98,1016.48,85.63
23.21,74.22,1009.68,88.46
18.14,43.56,1012.83,47.1
13.78,38.47,1015.2,57.8
9.96,41.26,1022.9,83.83
12.93,38.73,1006.41,89.24
31.11,75.33,1002.32,64.25
26.28,68.14,1005.61,53.17
9.45,41.92,1029.32,91.09
20.32,39.72,1001.38,57.21
28.61,70.36,1006.95,73.06
31.79,76.2,1007.89,56.3
25.24,67.45,1013.56,50.91
22.52,66.48,1003.87,78.29
23.64,60.95,1014.92,64.91
9.66,41.06,1021.21,84.7
10.58,39.61,1020.39,71.69
24.53,74.78,1009.9,78.34
18.9,58.46,1016.74,87.65
7.53,43.65,1018.58,64.85
16.7,36.99,1006.19,89.33
12.6,41.74,1022.13,67.89
7.11,39.9,1008.82,87.76
14.51,41.79,1009.72,80.62
22.48,67.45,1014.77,63.9
8.82,34.69,1026.81,82.54
9.15,41.82,1032.88,75.11
24.33,77.54,1008.5,82.45
27.71,66.93,1016.85,58.77
28.62,63.77,1012.82,55.77
23.63,65.59,1013.1,76.95
14.01,43.34,1016.95,83.41
11.5,40.22,1010.31,78.08
15.89,41.7,1018.93,82.68
26.2,71.14,1007.92,72.95
17.48,52.9,1020.03,76.47
32.0,65.74,1011.22,46.16
16.71,42.99,1007.72,75.35
23.06,63.9,1013.54,65.28
24.88,63.91,1009.41,77.75
11.28,42.44,1014.62,99.78
17.04,56.03,1020.38,68.69
13.69,40.1,1014.38,83.57
14.52,40.35,1011.11,69.84
27.47,66.86,1006.1,70.2
14.42,44.66,1016.1,93.89
27.41,74.67,1016.57,80.16
21.68,64.15,1021.09,70.88
19.09,39.39,1013.36,59.14
22.06,64.15,1021.07,68.66
17.94,62.1,1019.81,82.65
21.58,67.25,1017.39,79.0
14.45,44.84,1023.28,82.79
23.26,59.14,1016.98,76.29
10.46,37.5,1013.12,76.74
26.7,70.32,1011.04,86.41
24.18,58.49,1011.3,77.82
24.66,48.78,1018.39,71.79
18.5,47.45,1009.23,83.21
27.5,59.54,1004.88,72.7
20.4,54.9,1016.68,64.26
26.32,69.71,1009.39,67.05
14.0,41.78,1010.96,48.37
9.44,41.79,1020.16,72.26
22.2,57.17,1009.82,78.43
20.14,65.06,1014.81,80.01
16.18,50.88,1014.06,100.09
10.01,43.7,1015.73,91.97
25.49,47.45,1007.89,57.04
7.57,37.49,1009.73,83.07
30.56,71.98,1004.74,58.77
19.74,67.71,1007.68,64.02
27.16,71.32,1007.81,89.07
18.21,45.0,1022.86,48.84
19.55,42.04,1009.99,67.87
25.98,68.12,1011.36,66.86
31.19,68.3,1014.86,39.1
12.74,49.83,1007.44,91.47
9.23,37.36,1015.01,67.38
11.49,41.54,1020.17,70.91
7.3,39.72,1020.85,77.83
26.64,73.56,1004.98,93.31
24.2,63.21,1012.25,79.86
20.8,50.9,1012.07,73.16
22.19,48.78,1017.84,76.01
18.17,66.86,1011.29,78.48
26.04,72.43,1006.82,84.88
30.29,59.22,1013.05,60.46
34.29,68.51,1009.58,32.25
12.05,40.55,1016.63,100.14
17.9,58.33,1013.6,85.81
25.54,70.47,1009.28,73.5
31.92,68.3,1015.58,41.55
11.19,40.64,1020.57,84.49
15.55,43.02,1011.97,44.66
19.35,39.72,1002.5,51.24
14.24,39.99,1009.3,83.75
23.96,60.95,1015.01,65.24
7.65,40.67,1020.14,72.37
24.74,59.21,1012.18,74.2
17.19,37.2,1011.84,67.59
27.28,78.92,1011.05,75.48
17.23,41.1,1002.45,68.88
26.63,62.44,1010.86,70.82
26.35,49.5,1012.67,41.34
21.87,61.45,1011.13,92.22
17.33,53.16,1013.77,82.77
13.78,39.85,1012.7,71.99
21.94,57.5,1014.64,78.52
27.37,65.06,1013.09,50.92
26.54,69.48,1010.7,66.09
10.03,41.62,1014.55,95.61
21.94,62.52,1015.99,74.56
22.73,63.73,1009.12,94.8
13.91,40.24,1017.03,85.93
16.57,41.79,1005.82,72.25
24.6,63.94,1012.87,80.28
29.93,69.48,1009.21,54.59
12.41,45.87,1004.78,80.02
23.71,50.23,1017.55,73.24
21.62,48.78,1020.06,85.09
17.19,58.86,1016.74,85.97
33.43,66.44,1010.29,53.45
26.59,60.96,1011.9,52.41
12.45,43.67,1013.61,91.34
11.67,40.23,1017.65,82.48
27.84,71.32,1007.72,79.25
22.1,74.87,1009.4,85.78
23.1,59.43,1007.36,85.96
18.76,52.9,1016.27,64.7
25.95,59.14,1016.42,67.03
17.14,44.2,1018.91,62.18
9.57,52.75,1022.32,75.4
13.33,54.3,1016.77,80.32
16.2,45.76,1014.73,89.84
18.31,62.1,1020.38,79.02
26.72,67.79,1010.35,63.31
25.11,58.79,1015.99,60.55
20.06,62.1,1020.21,72.21
25.21,49.82,1016.44,63.14
28.68,70.72,1009.43,71.33
21.44,51.19,1009.1,84.94
21.14,67.71,1006.38,56.78
27.2,77.95,1009.48,78.53
10.15,41.17,1019.38,82.3
33.08,69.75,1009.03,43.69
20.05,42.48,1012.29,85.09
26.42,71.06,1008.12,87.32
28.6,71.22,1003.15,58.33
21.81,65.46,1013.97,52.16
30.55,70.04,1010.51,49.37
15.61,40.89,1010.48,80.26
30.67,77.95,1015.28,61.67
12.41,41.16,1017.45,93.64
27.89,73.17,1009.85,64.22
15.79,49.15,1020.62,76.22
12.29,40.03,1017.62,89.64
17.4,43.14,1018.51,75.31
5.99,35.79,1011.56,91.69
27.24,69.13,1009.28,70.85
8.81,44.68,1023.06,93.93
5.4,39.4,1011.45,91.84
21.55,44.58,1017.2,46.64
6.16,39.48,1004.85,59.68
18.31,50.9,1011.87,86.83
23.97,63.86,1018.09,57.62
15.5,49.25,1021.41,77.92
15.4,38.73,1000.67,79.71
29.63,66.75,1018.08,58.46
7.91,38.56,1016.48,68.94
15.42,39.82,1012.89,83.54
20.55,63.86,1015.12,73.98
19.83,59.44,1012.98,91.24
27.91,72.24,1010.74,70.8
14.93,39.16,1007.25,72.35
14.55,44.84,1023.83,87.6
27.51,73.67,1005.71,76.75
19.53,50.32,1009.71,94.46
31.06,67.17,1007.62,65.54
17.18,46.0,1002.74,100.1
14.04,40.83,1008.98,82.04
6.29,40.78,1024.75,96.37
11.6,40.27,1008.55,72.12
12.93,39.58,1010.93,75.9
18.41,44.9,1008.97,73.81
13.34,41.79,1011.48,86.66
20.91,58.2,1018.1,62.8
15.14,39.72,1002.96,72.52
28.82,71.8,1010.97,67.64
23.76,58.82,1011.75,77.34
18.26,61.27,1019.1,74.74
24.57,49.82,1016.82,65.25
13.69,40.83,1008.53,84.81
23.89,65.18,1012.46,78.29
13.52,42.34,1017.97,95.34
27.35,61.47,1008.43,70.65
30.54,69.14,1007.25,70.46
30.71,64.05,1011.75,62.81
16.65,56.89,1013.52,87.44
29.64,54.2,1013.0,39.56
6.3,41.14,1027.45,86.11
19.78,44.71,1015.7,29.43
31.32,71.29,1008.37,50.07
28.61,72.29,1011.61,45.33
8.03,40.67,1020.13,70.87
17.79,44.9,1020.5,69.72
21.34,48.06,1014.49,63.23
12.19,40.23,1017.45,82.07
27.01,67.98,1006.01,67.98
24.47,58.05,1011.27,71.7
10.16,41.55,1005.69,58.04
29.7,57.19,1008.41,55.07
10.14,45.01,1018.12,94.32
